CaseID,Activity,EnableTimestamp,StartTimestamp,EndTimestamp,Resource
Case18,Round Grinding,,2012-03-05 03:09:00+02:00,2012-03-05 13:49:00+02:00,ID4355
Case18,Final Inspection Q.C.,,2012-03-05 14:00:00+02:00,2012-03-05 15:40:00+02:00,ID4163
Case18,Lapping,,2012-03-05 15:11:00+02:00,2012-03-05 18:39:00+02:00,ID0998
Case18,Final Inspection Q.C.,,2012-03-05 16:00:00+02:00,2012-03-05 19:50:00+02:00,ID4163
Case18,Lapping,,2012-03-05 20:22:00+02:00,2012-03-05 21:47:00+02:00,ID4882
Case18,Round Grinding,,2012-03-05 14:17:00+02:00,2012-03-05 22:53:00+02:00,ID0420
Case18,Grinding Rework,,2012-03-05 14:01:00+02:00,2012-03-06 00:12:00+02:00,ID4528
Case18,Lapping,,2012-03-05 22:57:00+02:00,2012-03-06 00:12:00+02:00,ID4882
Case18,Final Inspection Q.C.,,2012-03-05 21:50:00+02:00,2012-03-06 01:02:00+02:00,ID4163
Case18,Round Grinding,,2012-03-06 03:10:00+02:00,2012-03-06 05:53:00+02:00,ID4355
Case18,Round Grinding,,2012-03-06 05:54:00+02:00,2012-03-06 11:23:00+02:00,ID4445
Case18,Round Grinding,,2012-03-06 11:24:00+02:00,2012-03-06 13:19:00+02:00,ID4355
Case18,Round Grinding,,2012-03-06 13:20:00+02:00,2012-03-06 13:43:00+02:00,ID4355
Case18,Round Grinding,,2012-03-06 22:50:00+02:00,2012-03-07 00:42:00+02:00,ID4385
Case18,Round Grinding,,2012-03-07 03:10:00+02:00,2012-03-07 13:48:00+02:00,ID4355
Case18,Round Grinding,,2012-03-07 13:58:00+02:00,2012-03-08 00:36:00+02:00,ID0420
Case18,Round Grinding,,2012-03-08 03:10:00+02:00,2012-03-08 06:07:00+02:00,ID4355
Case18,Round Grinding,,2012-03-08 06:08:00+02:00,2012-03-08 06:25:00+02:00,ID4355
Case18,Grinding Rework,,2012-03-13 00:30:00+02:00,2012-03-13 01:58:00+02:00,ID4528
Case18,Final Inspection Q.C.,,2012-03-18 20:20:00+02:00,2012-03-18 23:10:00+02:00,ID4163
Case18,Grinding Rework,,2012-03-18 23:02:00+02:00,2012-03-18 23:16:00+02:00,ID4528
Case18,Final Inspection Q.C.,,2012-03-19 14:00:00+02:00,2012-03-19 15:00:00+02:00,ID4163
Case18,Packing,,2012-03-20 07:00:00+02:00,2012-03-20 08:00:00+02:00,ID4820
Case18,Final Inspection Q.C.,,2012-03-20 17:15:00+02:00,2012-03-20 19:50:00+02:00,ID4163
Case18,Packing,,2012-03-21 07:00:00+02:00,2012-03-21 08:00:00+02:00,ID4820
Case18,Final Inspection Q.C.,,2012-03-21 22:00:00+02:00,2012-03-22 01:01:00+02:00,ID4163
Case18,Final Inspection Q.C.,,2012-03-22 14:30:00+02:00,2012-03-22 15:40:00+02:00,ID4163
Case18,Final Inspection Q.C.,,2012-03-22 16:00:00+02:00,2012-03-22 19:50:00+02:00,ID4163
Case18,Final Inspection Q.C.,,2012-03-22 20:20:00+02:00,2012-03-23 01:04:00+02:00,ID4163
Case18,Final Inspection Q.C.,,2012-03-23 14:00:00+02:00,2012-03-23 15:40:00+02:00,ID4163
Case18,Final Inspection Q.C.,,2012-03-23 16:00:00+02:00,2012-03-23 17:30:00+02:00,ID4163
Case18,Final Inspection Q.C.,,2012-03-25 17:00:00+03:00,2012-03-25 20:50:00+03:00,ID4163
Case18,Final Inspection Q.C.,,2012-03-25 21:20:00+03:00,2012-03-25 23:30:00+03:00,ID4163
Case18,Grinding Rework,,2012-03-26 05:56:00+03:00,2012-03-26 07:41:00+03:00,ID4528
Case18,Grinding Rework,,2012-03-27 02:06:00+03:00,2012-03-27 02:21:00+03:00,ID4528
Case18,Grinding Rework,,2012-03-27 03:45:00+03:00,2012-03-27 05:23:00+03:00,ID4528
Case18,Final Inspection Q.C.,,2012-03-27 17:00:00+03:00,2012-03-27 17:30:00+03:00,ID4163
Case18,Grinding Rework,,2012-03-27 18:25:00+03:00,2012-03-27 19:40:00+03:00,ID4872
Case18,Grinding Rework,,2012-03-27 22:20:00+03:00,2012-03-27 23:50:00+03:00,ID4872
Case18,Packing,,2012-03-28 08:00:00+03:00,2012-03-28 09:00:00+03:00,ID4820
Case18,Final Inspection Q.C.,,2012-03-30 01:00:00+03:00,2012-03-30 02:05:00+03:00,ID4163
Case18,Packing,,2012-03-30 08:00:00+03:00,2012-03-30 09:00:00+03:00,ID4491
Case18,Final Inspection Q.C.,,2012-03-30 16:00:00+03:00,2012-03-30 16:12:00+03:00,ID4163
Case18,End,,2012-03-30 16:12:00+03:00,2012-03-30 16:12:00+03:00,End
Case182,Start,,2012-01-09 18:08:00+02:00,2012-01-09 18:08:00+02:00,Start
Case182,Turning & Milling Q.C.,,2012-01-09 18:08:00+02:00,2012-01-09 18:11:00+02:00,ID4618
Case182,Grinding Rework,,2012-03-06 23:05:00+02:00,2012-03-07 00:45:00+02:00,ID4528
Case182,Final Inspection Q.C.,,2012-03-07 22:45:00+02:00,2012-03-07 23:55:00+02:00,ID4618
Case182,Turning & Milling Q.C.,,2012-03-07 23:58:00+02:00,2012-03-08 01:13:00+02:00,ID4618
Case182,Packing,,2012-03-08 07:00:00+02:00,2012-03-08 08:00:00+02:00,ID4820
Case182,Turning & Milling Q.C.,,2012-03-16 18:01:00+02:00,2012-03-16 18:02:00+02:00,ID4618
Case182,Turning & Milling,,2012-03-20 07:00:00+02:00,2012-03-20 08:15:00+02:00,ID0937
Case182,Laser Marking,,2012-03-25 23:45:00+03:00,2012-03-26 01:00:00+03:00,ID0998
Case182,Lapping,,2012-03-27 17:33:00+03:00,2012-03-27 17:34:00+03:00,ID4882
Case182,Turning & Milling Q.C.,,2012-03-27 18:04:00+03:00,2012-03-28 02:01:00+03:00,ID4618
Case182,Packing,,2012-03-28 08:00:00+03:00,2012-03-28 09:00:00+03:00,ID4820
Case182,Round Grinding,,2012-03-28 21:56:00+03:00,2012-03-28 22:13:00+03:00,ID4872
Case182,Final Inspection Q.C.,,2012-03-28 22:19:00+03:00,2012-03-29 01:34:00+03:00,ID4618
Case182,End,,2012-03-29 01:34:00+03:00,2012-03-29 01:34:00+03:00,End
Case185,Start,,2012-01-03 07:00:00+02:00,2012-01-03 07:00:00+02:00,Start
Case185,Turning & Milling,,2012-01-03 07:00:00+02:00,2012-01-03 08:15:00+02:00,ID4132
Case185,Grinding Rework,,2012-01-04 23:59:00+02:00,2012-01-05 01:31:00+02:00,ID4528
Case185,Packing,,2012-01-05 07:00:00+02:00,2012-01-05 08:00:00+02:00,ID4820
Case185,Final Inspection Q.C.,,2012-01-05 16:30:00+02:00,2012-01-05 17:13:00+02:00,ID4287
Case185,Turning & Milling Q.C.,,2012-01-05 18:30:00+02:00,2012-01-05 21:40:00+02:00,ID4287
Case185,Turning & Milling Q.C.,,2012-01-08 16:00:00+02:00,2012-01-08 18:14:00+02:00,ID4287
Case185,Laser Marking,,2012-01-08 19:40:00+02:00,2012-01-08 20:37:00+02:00,ID0998
Case185,Lapping,,2012-01-26 15:00:00+02:00,2012-01-26 17:00:00+02:00,ID0998
Case185,Final Inspection Q.C.,,2012-01-30 18:00:00+02:00,2012-01-30 19:18:00+02:00,ID4287
Case185,Final Inspection Q.C.,,2012-03-25 18:15:00+03:00,2012-03-25 19:10:00+03:00,ID4287
Case185,Lapping,,2012-03-25 22:47:00+03:00,2012-03-25 23:19:00+03:00,ID0998
Case185,Round Grinding,,2012-03-26 12:20:00+03:00,2012-03-26 15:02:00+03:00,ID4385
Case185,Round Grinding,,2012-03-26 15:04:00+03:00,2012-03-26 17:33:00+03:00,ID4355
Case185,Round Grinding,,2012-03-26 17:34:00+03:00,2012-03-26 19:29:00+03:00,ID4355
Case185,Round Grinding,,2012-03-26 19:29:00+03:00,2012-03-26 22:16:00+03:00,ID4355
Case185,Round Grinding,,2012-03-26 22:16:00+03:00,2012-03-27 00:14:00+03:00,ID4355
Case185,Final Inspection Q.C.,,2012-03-28 17:00:00+03:00,2012-03-29 02:02:00+03:00,ID4287
Case185,Final Inspection Q.C.,,2012-03-29 20:00:00+03:00,2012-03-29 23:50:00+03:00,ID4287
Case185,Packing,,2012-03-30 08:00:00+03:00,2012-03-30 09:00:00+03:00,ID4491
Case185,Final Inspection Q.C.,,2012-03-30 16:00:00+03:00,2012-03-30 16:40:00+03:00,ID4287
Case185,End,,2012-03-30 16:40:00+03:00,2012-03-30 16:40:00+03:00,End
Case187,Start,,2012-01-02 14:00:00+02:00,2012-01-02 14:00:00+02:00,Start
Case187,Lapping,,2012-01-02 14:00:00+02:00,2012-01-02 16:30:00+02:00,ID4882
Case187,Round Grinding,,2012-01-10 20:25:00+02:00,2012-01-10 22:49:00+02:00,ID4385
Case187,Round Grinding,,2012-01-11 00:44:00+02:00,2012-01-11 03:04:00+02:00,ID4355
Case187,Round Grinding,,2012-01-11 03:05:00+02:00,2012-01-11 13:52:00+02:00,ID4445
Case187,Round Grinding,,2012-01-11 13:57:00+02:00,2012-01-11 22:54:00+02:00,ID4385
Case187,Round Grinding,,2012-01-11 22:54:00+02:00,2012-01-12 02:59:00+02:00,ID4355
Case187,Round Grinding,,2012-01-12 03:00:00+02:00,2012-01-12 13:44:00+02:00,ID4445
Case187,Round Grinding,,2012-01-12 13:59:00+02:00,2012-01-12 22:51:00+02:00,ID4385
Case187,Round Grinding,,2012-01-12 23:04:00+02:00,2012-01-13 06:42:00+02:00,ID4872
Case187,Round Grinding,,2012-01-13 07:21:00+02:00,2012-01-13 10:18:00+02:00,ID4445
Case187,Lapping,,2012-01-15 22:14:00+02:00,2012-01-15 22:57:00+02:00,ID4882
Case187,Round Grinding,,2012-01-15 19:21:00+02:00,2012-01-15 23:09:00+02:00,ID4445
Case187,Round Grinding,,2012-01-16 06:33:00+02:00,2012-01-16 06:39:00+02:00,ID4385
Case187,Round Grinding,,2012-01-17 02:28:00+02:00,2012-01-17 04:20:00+02:00,ID4385
Case187,Round Grinding,,2012-01-17 04:21:00+02:00,2012-01-17 06:40:00+02:00,ID4385
Case187,Final Inspection Q.C.,,2012-01-19 17:11:00+02:00,2012-01-19 23:02:00+02:00,ID4493
Case187,Final Inspection Q.C.,,2012-01-22 17:14:00+02:00,2012-01-22 23:01:00+02:00,ID4493
Case187,Final Inspection Q.C.,,2012-01-23 17:05:00+02:00,2012-01-23 23:01:00+02:00,ID4493
Case187,Final Inspection Q.C.,,2012-01-24 16:51:00+02:00,2012-01-24 22:52:00+02:00,ID4493
Case187,Packing,,2012-01-25 07:00:00+02:00,2012-01-25 08:00:00+02:00,ID4820
Case187,Final Inspection Q.C.,,2012-01-25 17:01:00+02:00,2012-01-25 19:01:00+02:00,ID4493
Case187,Final Inspection Q.C.,,2012-01-27 13:49:00+02:00,2012-01-27 15:00:00+02:00,ID4493
Case187,Round Grinding,,2012-01-29 07:00:00+02:00,2012-01-29 08:15:00+02:00,ID4385
Case187,Final Inspection Q.C.,,2012-01-29 13:50:00+02:00,2012-01-29 14:05:00+02:00,ID4493
Case187,Final Inspection Q.C.,,2012-01-29 14:05:00+02:00,2012-01-29 14:14:00+02:00,ID4493
Case187,Final Inspection Q.C.,,2012-01-29 17:24:00+02:00,2012-01-29 17:36:00+02:00,ID4493
Case187,Final Inspection Q.C.,,2012-01-29 20:42:00+02:00,2012-01-29 20:44:00+02:00,ID4493
Case187,Packing,,2012-01-30 07:00:00+02:00,2012-01-30 08:00:00+02:00,ID4820
Case187,Packing,,2012-01-31 07:00:00+02:00,2012-01-31 08:00:00+02:00,ID4291
Case187,Packing,,2012-02-09 07:00:00+02:00,2012-02-09 08:00:00+02:00,ID4491
Case187,Final Inspection Q.C.,,2012-02-09 13:50:00+02:00,2012-02-09 16:51:00+02:00,ID4493
Case187,Laser Marking,,2012-02-27 07:00:00+02:00,2012-02-27 08:15:00+02:00,ID0998
Case187,End,,2012-02-27 08:15:00+02:00,2012-02-27 08:15:00+02:00,End
Case188,Start,,2012-01-02 19:15:00+02:00,2012-01-02 19:15:00+02:00,Start
Case188,Lapping,,2012-01-02 19:20:00+02:00,2012-01-02 19:50:00+02:00,ID4882
Case188,Laser Marking,,2012-01-02 19:15:00+02:00,2012-01-02 21:00:00+02:00,ID0998
Case188,Lapping,,2012-01-02 20:20:00+02:00,2012-01-02 23:00:00+02:00,ID4882
Case188,Lapping,,2012-01-02 23:00:00+02:00,2012-01-03 00:00:00+02:00,ID0998
Case188,Turning & Milling Q.C.,,2012-01-17 18:18:00+02:00,2012-01-17 18:22:00+02:00,ID4618
Case188,Round Grinding,,2012-02-01 19:24:00+02:00,2012-02-01 21:34:00+02:00,ID4445
Case188,Round Grinding,,2012-02-01 21:34:00+02:00,2012-02-02 00:59:00+02:00,ID4445
Case188,Round Grinding,,2012-02-02 03:24:00+02:00,2012-02-02 13:47:00+02:00,ID0420
Case188,Final Inspection Q.C.,,2012-02-02 16:19:00+02:00,2012-02-02 16:23:00+02:00,ID4618
Case188,Round Grinding,,2012-02-02 14:02:00+02:00,2012-02-02 16:57:00+02:00,ID4445
Case188,Laser Marking,,2012-02-02 17:38:00+02:00,2012-02-02 17:40:00+02:00,ID0998
Case188,Lapping,,2012-02-02 20:29:00+02:00,2012-02-02 20:30:00+02:00,ID0998
Case188,Round Grinding,,2012-02-02 17:36:00+02:00,2012-02-02 20:31:00+02:00,ID4445
Case188,Round Grinding,,2012-02-02 20:32:00+02:00,2012-02-02 20:55:00+02:00,ID4445
Case188,Round Grinding,,2012-02-03 02:58:00+02:00,2012-02-03 07:55:00+02:00,ID0420
Case188,Final Inspection Q.C.,,2012-02-03 17:36:00+02:00,2012-02-03 19:54:00+02:00,ID4618
Case188,Round Grinding,,2012-02-05 07:00:00+02:00,2012-02-05 08:15:00+02:00,ID4445
Case188,Final Inspection Q.C.,,2012-02-05 14:28:00+02:00,2012-02-05 18:32:00+02:00,ID4618
Case188,Final Inspection Q.C.,,2012-02-05 21:04:00+02:00,2012-02-05 21:07:00+02:00,ID4618
Case188,Turning & Milling Q.C.,,2012-02-05 21:17:00+02:00,2012-02-05 21:18:00+02:00,ID4618
Case188,Final Inspection Q.C.,,2012-02-05 21:39:00+02:00,2012-02-05 21:44:00+02:00,ID4618
Case188,Packing,,2012-02-06 07:00:00+02:00,2012-02-06 08:00:00+02:00,ID4820
Case188,Final Inspection Q.C.,,2012-02-06 14:14:00+02:00,2012-02-07 01:01:00+02:00,ID4618
Case188,Packing,,2012-02-07 07:00:00+02:00,2012-02-07 08:00:00+02:00,ID4491
Case188,Final Inspection Q.C.,,2012-02-07 20:48:00+02:00,2012-02-07 22:03:00+02:00,ID4618
Case188,End,,2012-02-07 22:03:00+02:00,2012-02-07 22:03:00+02:00,End
Case189,Start,,2012-01-02 07:00:00+02:00,2012-01-02 07:00:00+02:00,Start
Case189,Turning & Milling Q.C.,,2012-01-02 07:00:00+02:00,2012-01-02 08:15:00+02:00,ID4163
Case189,Turning & Milling Q.C.,,2012-01-02 20:00:00+02:00,2012-01-02 21:00:00+02:00,ID4163
Case189,Turning & Milling Q.C.,,2012-01-02 21:00:00+02:00,2012-01-02 23:10:00+02:00,ID4163
Case189,Final Inspection Q.C.,,2012-01-03 14:00:00+02:00,2012-01-03 20:00:00+02:00,ID4163
Case189,Final Inspection Q.C.,,2012-01-04 17:00:00+02:00,2012-01-04 19:50:00+02:00,ID4163
Case189,Packing,,2012-01-05 07:00:00+02:00,2012-01-05 08:00:00+02:00,ID4820
Case189,End,,2012-01-05 08:00:00+02:00,2012-01-05 08:00:00+02:00,End
Case19,Start,,2012-01-30 17:59:00+02:00,2012-01-30 17:59:00+02:00,Start
Case19,Turning & Milling,,2012-01-30 17:59:00+02:00,2012-01-30 23:10:00+02:00,ID4167
Case19,Turning & Milling Q.C.,,2012-01-31 00:00:00+02:00,2012-01-31 01:05:00+02:00,ID4163
Case19,Turning & Milling,,2012-01-31 02:50:00+02:00,2012-01-31 13:40:00+02:00,ID4932
Case19,Turning & Milling Q.C.,,2012-01-31 21:50:00+02:00,2012-01-31 23:10:00+02:00,ID4163
Case19,Laser Marking,,2012-02-01 15:27:00+02:00,2012-02-01 16:19:00+02:00,ID0998
Case19,Lapping,,2012-02-20 07:00:00+02:00,2012-02-20 08:15:00+02:00,ID4882
Case19,Lapping,,2012-02-20 22:21:00+02:00,2012-02-20 22:59:00+02:00,ID4882
Case19,Round Grinding,,2012-02-21 18:30:00+02:00,2012-02-21 20:00:00+02:00,ID4385
Case19,Round Grinding,,2012-02-21 23:22:00+02:00,2012-02-22 03:10:00+02:00,ID4872
Case19,Round Grinding,,2012-02-22 03:10:00+02:00,2012-02-22 10:45:00+02:00,ID4445
Case19,Round  Q.C.,,2012-02-23 00:49:00+02:00,2012-02-23 02:04:00+02:00,ID4493
Case19,Packing,,2012-02-23 07:00:00+02:00,2012-02-23 08:00:00+02:00,ID4820
Case19,Round  Q.C.,,2012-02-23 15:36:00+02:00,2012-02-23 16:36:00+02:00,ID4493
Case19,Final Inspection Q.C.,,2012-02-23 16:37:00+02:00,2012-02-23 17:52:00+02:00,ID4493
Case19,End,,2012-02-23 17:52:00+02:00,2012-02-23 17:52:00+02:00,End
Case190,Start,,2012-01-10 07:00:00+02:00,2012-01-10 07:00:00+02:00,Start
Case190,Packing,,2012-01-10 07:00:00+02:00,2012-01-10 08:00:00+02:00,ID4820
Case190,Final Inspection Q.C.,,2012-01-10 21:30:00+02:00,2012-01-10 22:45:00+02:00,ID4493
Case190,Turning & Milling Q.C.,,2012-01-29 18:19:00+02:00,2012-01-29 20:42:00+02:00,ID4493
Case190,Final Inspection Q.C.,,2012-02-13 07:00:00+02:00,2012-02-13 08:15:00+02:00,ID4493
Case190,Turning & Milling Q.C.,,2012-02-14 16:18:00+02:00,2012-02-14 18:10:00+02:00,ID4493
Case190,End,,2012-02-14 18:10:00+02:00,2012-02-14 18:10:00+02:00,End
Case192,Start,,2012-01-11 15:00:00+02:00,2012-01-11 15:00:00+02:00,Start
Case192,Rework Milling,,2012-01-11 15:00:00+02:00,2012-01-11 17:00:00+02:00,ID3641
Case192,Turning & Milling Q.C.,,2012-01-11 17:08:00+02:00,2012-01-11 18:09:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-07 16:54:00+02:00,2012-02-07 23:17:00+02:00,ID4132
Case192,Turning & Milling Q.C.,,2012-02-08 14:05:00+02:00,2012-02-08 15:40:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-08 14:17:00+02:00,2012-02-08 15:41:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-08 15:43:00+02:00,2012-02-08 22:46:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-09 03:14:00+02:00,2012-02-09 03:17:00+02:00,ID4641
Case192,Turning & Milling Q.C.,,2012-02-09 14:00:00+02:00,2012-02-09 15:40:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-09 14:12:00+02:00,2012-02-09 17:13:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-09 17:16:00+02:00,2012-02-09 22:56:00+02:00,ID3846
Case192,Turning & Milling,,2012-02-10 03:14:00+02:00,2012-02-10 13:45:00+02:00,ID4641
Case192,Turning & Milling Q.C.,,2012-02-10 16:37:00+02:00,2012-02-10 17:40:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-10 13:54:00+02:00,2012-02-10 19:53:00+02:00,ID3846
Case192,Turning & Milling,,2012-02-12 05:10:00+02:00,2012-02-12 13:37:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-12 13:51:00+02:00,2012-02-12 14:06:00+02:00,ID3846
Case192,Turning & Milling,,2012-02-12 16:00:00+02:00,2012-02-12 22:59:00+02:00,ID3846
Case192,Turning & Milling Q.C.,,2012-02-13 00:42:00+02:00,2012-02-13 01:03:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-12 23:07:00+02:00,2012-02-13 06:24:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-13 06:48:00+02:00,2012-02-13 13:41:00+02:00,ID4794
Case192,Turning & Milling Q.C.,,2012-02-13 16:40:00+02:00,2012-02-13 16:49:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-13 14:16:00+02:00,2012-02-13 21:34:00+02:00,ID3846
Case192,Turning & Milling,,2012-02-13 21:37:00+02:00,2012-02-13 22:58:00+02:00,ID3846
Case192,Turning & Milling Q.C.,,2012-02-13 22:00:00+02:00,2012-02-13 23:02:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-13 23:19:00+02:00,2012-02-14 00:58:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-14 01:01:00+02:00,2012-02-14 06:23:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-14 06:46:00+02:00,2012-02-14 13:46:00+02:00,ID4932
Case192,Turning & Milling,,2012-02-14 14:02:00+02:00,2012-02-14 20:31:00+02:00,ID3846
Case192,Turning & Milling Q.C.,,2012-02-14 17:44:00+02:00,2012-02-14 20:35:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-14 20:33:00+02:00,2012-02-14 21:47:00+02:00,ID3846
Case192,Turning & Milling,,2012-02-15 01:01:00+02:00,2012-02-15 02:58:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-15 02:59:00+02:00,2012-02-15 13:40:00+02:00,ID4932
Case192,Turning & Milling,,2012-02-15 13:54:00+02:00,2012-02-15 22:09:00+02:00,ID3846
Case192,Turning & Milling Q.C.,,2012-02-15 21:58:00+02:00,2012-02-15 23:00:00+02:00,ID4287
Case192,Turning & Milling,,2012-02-15 23:16:00+02:00,2012-02-16 06:29:00+02:00,ID4132
Case192,Turning & Milling,,2012-02-16 06:33:00+02:00,2012-02-16 13:44:00+02:00,ID4932
Case192,Turning & Milling,,2012-02-16 14:10:00+02:00,2012-02-16 16:05:00+02:00,ID3846
Case192,Turning & Milling,,2012-02-16 17:31:00+02:00,2012-02-16 18:46:00+02:00,ID3846
Case192,Turning & Milling Q.C.,,2012-02-16 17:30:00+02:00,2012-02-16 19:50:00+02:00,ID4287
Case192,Milling,,2012-02-16 19:00:00+02:00,2012-02-17 00:54:00+02:00,ID4162
Case192,Final Inspection Q.C.,,2012-02-17 16:30:00+02:00,2012-02-17 17:30:00+02:00,ID4287
Case192,Milling,,2012-02-17 13:36:00+02:00,2012-02-17 19:36:00+02:00,ID4162
Case192,Turning & Milling,,2012-02-19 14:45:00+02:00,2012-02-20 01:46:00+02:00,ID4162
Case192,Milling,,2012-02-20 01:48:00+02:00,2012-02-20 04:00:00+02:00,ID4162
Case192,Milling,,2012-02-20 21:32:00+02:00,2012-02-20 23:06:00+02:00,ID4162
Case192,Milling,,2012-02-21 05:07:00+02:00,2012-02-21 13:29:00+02:00,ID4873
Case192,Milling,,2012-02-21 15:10:00+02:00,2012-02-21 18:40:00+02:00,ID4162
Case192,Milling,,2012-02-21 20:30:00+02:00,2012-02-21 23:00:00+02:00,ID4162
Case192,Turning & Milling,,2012-02-22 00:15:00+02:00,2012-02-22 01:30:00+02:00,ID4140
Case192,Milling,,2012-02-22 00:16:00+02:00,2012-02-22 02:50:00+02:00,ID4140
Case192,Milling,,2012-02-22 03:02:00+02:00,2012-02-22 04:00:00+02:00,ID4140
Case192,Milling,,2012-02-22 13:45:00+02:00,2012-02-22 15:10:00+02:00,ID4162
Case192,Milling,,2012-02-22 17:10:00+02:00,2012-02-22 23:00:00+02:00,ID4162
Case192,Milling,,2012-02-23 03:06:00+02:00,2012-02-23 13:31:00+02:00,ID4873
Case192,Milling,,2012-02-23 13:45:00+02:00,2012-02-23 17:00:00+02:00,ID4162
Case192,Milling,,2012-02-23 18:00:00+02:00,2012-02-23 19:00:00+02:00,ID4162
Case192,Milling,,2012-02-23 21:30:00+02:00,2012-02-23 23:00:00+02:00,ID4162
Case192,Milling,,2012-02-24 03:06:00+02:00,2012-02-24 13:30:00+02:00,ID4873
Case192,Packing,,2012-02-26 07:00:00+02:00,2012-02-26 08:00:00+02:00,ID4291
Case192,Final Inspection Q.C.,,2012-02-26 17:30:00+02:00,2012-02-26 21:04:00+02:00,ID4287
Case192,End,,2012-02-26 21:04:00+02:00,2012-02-26 21:04:00+02:00,End
Case194,Start,,2012-01-10 17:14:00+02:00,2012-01-10 17:14:00+02:00,Start
Case194,Turning & Milling,,2012-01-10 17:14:00+02:00,2012-01-10 17:54:00+02:00,ID4132
Case194,Turning & Milling,,2012-01-11 14:16:00+02:00,2012-01-11 23:28:00+02:00,ID4132
Case194,Turning & Milling Q.C.,,2012-01-11 23:20:00+02:00,2012-01-12 00:52:00+02:00,ID4287
Case194,Turning & Milling Q.C.,,2012-01-12 19:42:00+02:00,2012-01-12 22:51:00+02:00,ID4287
Case194,Turning & Milling,,2012-01-12 14:05:00+02:00,2012-01-13 00:42:00+02:00,ID4132
Case194,Turning & Milling,,2012-01-13 03:49:00+02:00,2012-01-13 13:28:00+02:00,ID4641
Case194,Turning & Milling Q.C.,,2012-01-13 18:00:00+02:00,2012-01-13 19:30:00+02:00,ID4287
Case194,Turning & Milling,,2012-01-13 13:52:00+02:00,2012-01-13 19:48:00+02:00,ID3846
Case194,Turning & Milling,,2012-01-13 19:48:00+02:00,2012-01-14 16:00:00+02:00,ID4132
Case194,Stress Relief,,2012-01-14 16:00:00+02:00,2012-01-14 20:00:00+02:00,ID4932
Case194,Turning & Milling,,2012-01-15 06:55:00+02:00,2012-01-15 10:17:00+02:00,ID4132
Case194,Turning,,2012-01-15 16:18:00+02:00,2012-01-15 23:25:00+02:00,ID3846
Case194,Turning,,2012-01-15 23:26:00+02:00,2012-01-16 00:52:00+02:00,ID3846
Case194,Turning & Milling Q.C.,,2012-01-15 16:00:00+02:00,2012-01-16 00:58:00+02:00,ID4287
Case194,Turning & Milling Q.C.,,2012-01-16 17:00:00+02:00,2012-01-16 17:30:00+02:00,ID4287
Case194,Turning,,2012-01-16 14:03:00+02:00,2012-01-16 22:58:00+02:00,ID3846
Case194,Turning,,2012-01-16 23:22:00+02:00,2012-01-17 00:48:00+02:00,ID4641
Case194,Turning,,2012-01-17 00:49:00+02:00,2012-01-17 00:50:00+02:00,ID4641
Case194,Turning Q.C.,,2012-01-17 14:00:00+02:00,2012-01-17 15:40:00+02:00,ID4287
Case194,Laser Marking,,2012-01-23 22:30:00+02:00,2012-01-23 22:56:00+02:00,ID0998
Case194,Lapping,,2012-01-24 07:00:00+02:00,2012-01-24 08:15:00+02:00,ID4882
Case194,Lapping,,2012-01-24 15:14:00+02:00,2012-01-24 18:23:00+02:00,ID0998
Case194,Final Inspection Q.C.,,2012-01-24 16:00:00+02:00,2012-01-24 19:50:00+02:00,ID4287
Case194,Final Inspection Q.C.,,2012-01-24 20:40:00+02:00,2012-01-25 01:02:00+02:00,ID4287
Case194,Final Inspection Q.C.,,2012-01-25 16:00:00+02:00,2012-01-25 23:01:00+02:00,ID4287
Case194,Final Inspection Q.C.,,2012-01-26 14:06:00+02:00,2012-01-26 17:07:00+02:00,ID4287
Case194,Grinding Rework,,2012-01-26 23:22:00+02:00,2012-01-27 01:16:00+02:00,ID4872
Case194,Final Inspection Q.C.,,2012-01-27 16:00:00+02:00,2012-01-27 17:00:00+02:00,ID4287
Case194,Final Inspection Q.C.,,2012-02-03 14:00:00+02:00,2012-02-03 19:00:00+02:00,ID4287
Case194,Packing,,2012-02-06 07:00:00+02:00,2012-02-06 08:00:00+02:00,ID4820
Case194,Packing,,2012-02-07 07:00:00+02:00,2012-02-07 08:00:00+02:00,ID4820
Case194,End,,2012-02-07 08:00:00+02:00,2012-02-07 08:00:00+02:00,End
Case195,Start,,2012-01-31 19:00:00+02:00,2012-01-31 19:00:00+02:00,Start
Case195,Turning & Milling Q.C.,,2012-01-31 19:00:00+02:00,2012-01-31 22:05:00+02:00,ID4287
